m,M,epsilon_of_M,NICV
0.1,0.1,0.22763176421646483,0.5044068247418203
0.1,0.1,0.22763176421646483,0.7570725892605858
0.1,0.1,0.22763176421646483,1.1754574784727734
0.1,0.1,0.22763176421646483,0.45077930279534506
0.1,0.1,0.22763176421646483,0.9128021852043392
0.1,0.1,0.22763176421646483,1.3744124071777657
0.1,0.1,0.22763176421646483,0.7105583019889696
0.1,0.1,0.22763176421646483,0.5448744200038917
0.1,0.1,0.22763176421646483,1.141272197246307
0.1,0.1,0.22763176421646483,0.9432818037386218
0.1,0.1,0.22763176421646483,0.5883876892056943
0.1,0.1,0.22763176421646483,0.8743442090158916
0.1,0.1,0.22763176421646483,0.47237581678422697
0.1,0.1,0.22763176421646483,0.5259503385039003
0.1,0.1,0.22763176421646483,0.6166741743664129
0.1,0.1,0.22763176421646483,0.4613056634125746
0.1,0.1,0.22763176421646483,0.5675104822372459
0.1,0.1,0.22763176421646483,0.6639263768415987
0.1,0.1,0.22763176421646483,0.7164078784217491
0.1,0.1,0.22763176421646483,0.4455058888318433
0.1,0.1,0.22763176421646483,1.545673247815451
0.1,0.1,0.22763176421646483,0.9857720898640316
0.1,0.1,0.22763176421646483,0.6420743585519936
0.1,0.1,0.22763176421646483,0.4604258259286573
0.1,0.1,0.22763176421646483,1.2875747768718304
0.1,0.1,0.22763176421646483,1.1042252263185264
0.1,0.1,0.22763176421646483,0.4520139514665892
0.1,0.1,0.22763176421646483,0.5003378332818704
0.1,0.1,0.22763176421646483,0.49356533908153494
0.1,0.1,0.22763176421646483,0.9192759400790562
0.1,0.1,0.22763176421646483,0.583343946929447
0.1,0.1,0.22763176421646483,0.8281426174300842
0.1,0.1,0.22763176421646483,0.9167109234087955
0.1,0.1,0.22763176421646483,0.4973290119521086
0.1,0.1,0.22763176421646483,0.7320640743022909
0.1,0.1,0.22763176421646483,0.4588945120900859
0.1,0.1,0.22763176421646483,0.7055244421126514
0.1,0.1,0.22763176421646483,0.4431052379191396
0.1,0.1,0.22763176421646483,0.4521581720065314
0.1,0.1,0.22763176421646483,0.568977168441711
0.1,0.1,0.22763176421646483,0.6322586922595086
0.1,0.1,0.22763176421646483,1.033094570122996
0.1,0.1,0.22763176421646483,0.996214049496707
0.1,0.1,0.22763176421646483,0.6143380518205714
0.1,0.1,0.22763176421646483,0.5911013472741729
0.1,0.1,0.22763176421646483,0.740505464779581
0.1,0.1,0.22763176421646483,1.0944873376310686
0.1,0.1,0.22763176421646483,0.727390859245897
0.1,0.1,0.22763176421646483,0.4828999531804282
0.1,0.1,0.22763176421646483,1.0671964355943973
0.1,0.1,0.22763176421646483,0.9031112201940035
0.1,0.1,0.22763176421646483,0.49990748176386823
0.1,0.1,0.22763176421646483,1.251640732185691
0.1,0.1,0.22763176421646483,0.6953029429839652
0.1,0.1,0.22763176421646483,0.5529480928819378
0.1,0.1,0.22763176421646483,0.44567890881253563
0.1,0.1,0.22763176421646483,0.47290570293298334
0.1,0.1,0.22763176421646483,0.4605942626886071
0.1,0.1,0.22763176421646483,0.6833416759637241
0.1,0.1,0.22763176421646483,0.6671501241129739
0.1,0.1,0.22763176421646483,0.7842786615879062
0.1,0.1,0.22763176421646483,0.5389501041242167
0.1,0.1,0.22763176421646483,0.7081314572795374
0.1,0.1,0.22763176421646483,0.6300499658502426
0.1,0.1,0.22763176421646483,0.45438702593486435
0.1,0.1,0.22763176421646483,0.492727663656333
0.1,0.1,0.22763176421646483,0.5664003328448437
0.1,0.1,0.22763176421646483,1.1718215403336305
0.1,0.1,0.22763176421646483,0.9422973626120288
0.1,0.1,0.22763176421646483,0.5777425095504966
0.1,0.1,0.22763176421646483,0.710934280717907
0.1,0.1,0.22763176421646483,0.637409732016581
0.1,0.1,0.22763176421646483,0.6190290433782797
0.1,0.1,0.22763176421646483,0.6055623357450337
0.1,0.1,0.22763176421646483,0.4560324811319457
0.1,0.1,0.22763176421646483,0.7132534371182918
0.1,0.1,0.22763176421646483,0.6288234917490362
0.1,0.1,0.22763176421646483,0.8690074356511421
0.1,0.1,0.22763176421646483,1.097713558100906
0.1,0.1,0.22763176421646483,0.5113067065547532
0.1,0.1,0.22763176421646483,0.49335110347432887
0.1,0.1,0.22763176421646483,0.7404833217397582
0.1,0.1,0.22763176421646483,1.4071462815788005
0.1,0.1,0.22763176421646483,0.7398747091373387
0.1,0.1,0.22763176421646483,0.4931169423762873
0.1,0.1,0.22763176421646483,0.6575428002556681
0.1,0.1,0.22763176421646483,0.4534460240288252
0.1,0.1,0.22763176421646483,0.5030819004632328
0.1,0.1,0.22763176421646483,0.5173108715194613
0.1,0.1,0.22763176421646483,1.1922632150647883
0.1,0.1,0.22763176421646483,0.6009549224142879
0.1,0.1,0.22763176421646483,0.688526937994223
0.1,0.1,0.22763176421646483,0.6328689383558799
0.1,0.1,0.22763176421646483,0.7805191961956329
0.1,0.1,0.22763176421646483,0.922070667280051
0.1,0.1,0.22763176421646483,0.5390334452722587
0.1,0.1,0.22763176421646483,1.6631336581299043
0.1,0.1,0.22763176421646483,0.8852905848734317
0.1,0.1,0.22763176421646483,0.5680439594098731
0.1,0.1,0.22763176421646483,0.6232314324983564
0.1,0.1,0.22763176421646483,0.45783740662303557
0.1,0.1,0.22763176421646483,0.5145661642619868
0.1,0.1,0.22763176421646483,0.5840701719405843
0.1,0.1,0.22763176421646483,1.2969662066383005
0.1,0.1,0.22763176421646483,0.507212101484174
0.1,0.1,0.22763176421646483,0.5560493263162845
0.1,0.1,0.22763176421646483,0.9428524297957119
0.1,0.1,0.22763176421646483,0.6398207860409216
0.1,0.1,0.22763176421646483,0.42857355997661445
0.1,0.1,0.22763176421646483,0.9205083643355717
0.1,0.1,0.22763176421646483,0.6381572620420171
0.1,0.1,0.22763176421646483,1.1509043810865927
0.1,0.1,0.22763176421646483,1.0606261277568194
0.1,0.1,0.22763176421646483,0.5582861918949661
0.1,0.1,0.22763176421646483,0.633750267219031
0.1,0.1,0.22763176421646483,0.7707304721027546
0.1,0.1,0.22763176421646483,0.4485932610259885
0.1,0.1,0.22763176421646483,1.1950259729748305
0.1,0.1,0.22763176421646483,0.8474474819047568
0.1,0.1,0.22763176421646483,4.919613547403295
0.1,0.1,0.22763176421646483,0.5437792210062418
0.1,0.1,0.22763176421646483,0.5258959666942419
0.1,0.1,0.22763176421646483,0.45672460627508654
0.1,0.1,0.22763176421646483,0.5191825064910957
0.1,0.1,0.22763176421646483,0.4820181264975263
0.1,0.1,0.22763176421646483,0.6887663526320765
0.1,0.1,0.22763176421646483,0.6282058909176742
0.1,0.1,0.22763176421646483,1.6719449966764053
0.1,0.1,0.22763176421646483,0.5986759781072345
0.1,0.1,0.22763176421646483,0.5217995787415911
0.1,0.1,0.22763176421646483,0.5026051606411767
0.1,0.1,0.22763176421646483,1.302255668251586
0.1,0.1,0.22763176421646483,0.589783374276716
0.1,0.1,0.22763176421646483,0.5583366987380762
0.1,0.1,0.22763176421646483,0.47506445561347516
0.1,0.1,0.22763176421646483,0.5960630630687127
0.1,0.1,0.22763176421646483,1.1610798303968044
0.1,0.1,0.22763176421646483,0.4478279761510256
0.1,0.1,0.22763176421646483,0.716221238063536
0.1,0.1,0.22763176421646483,0.5327506769274889
0.1,0.1,0.22763176421646483,0.6356283823958576
0.1,0.1,0.22763176421646483,0.4460351019259924
0.1,0.1,0.22763176421646483,0.4534798222080697
0.1,0.1,0.22763176421646483,0.4452159463686066
0.1,0.1,0.22763176421646483,0.4815675949080329
0.1,0.1,0.22763176421646483,1.0076400090162128
0.1,0.1,0.22763176421646483,0.6172896850932441
0.1,0.1,0.22763176421646483,0.459881071969163
0.1,0.1,0.22763176421646483,1.2837655066084581
0.1,0.1,0.22763176421646483,0.8429409244095378
0.1,0.1,0.22763176421646483,1.0859162120730739
0.1,0.1,0.22763176421646483,1.018171512157257
0.1,0.1,0.22763176421646483,0.8779620510031179
0.1,0.1,0.22763176421646483,0.8234667252480561
0.1,0.1,0.22763176421646483,0.5474903465522323
0.1,0.1,0.22763176421646483,0.4743451541188357
0.1,0.1,0.22763176421646483,0.4937402860803811
0.1,0.1,0.22763176421646483,0.4692411603528702
0.1,0.1,0.22763176421646483,0.5734607487925844
0.1,0.1,0.22763176421646483,0.6809716636615689
0.1,0.1,0.22763176421646483,0.5198358616796223
0.1,0.1,0.22763176421646483,0.6058837433171873
0.1,0.1,0.22763176421646483,1.3804324293064316
0.1,0.1,0.22763176421646483,0.5144565733005544
0.1,0.1,0.22763176421646483,0.6168106980309653
0.1,0.1,0.22763176421646483,0.9981823078889464
0.1,0.1,0.22763176421646483,0.46785510505193856
0.1,0.1,0.22763176421646483,1.1689970717220473
0.1,0.1,0.22763176421646483,0.5991688450419386
0.1,0.1,0.22763176421646483,0.7143960609710576
0.1,0.1,0.22763176421646483,0.5421881887229748
0.1,0.1,0.22763176421646483,1.1174703828902208
0.1,0.1,0.22763176421646483,0.4970204120809474
0.1,0.1,0.22763176421646483,0.5459417990662051
0.1,0.1,0.22763176421646483,0.6289033009389989
0.1,0.1,0.22763176421646483,1.2861874031636882
0.1,0.1,0.22763176421646483,1.7003815550658248
0.1,0.1,0.22763176421646483,0.4519807019530427
0.1,0.1,0.22763176421646483,0.9676009023526198
0.1,0.1,0.22763176421646483,0.4555623920960072
0.1,0.1,0.22763176421646483,0.8422329138983361
0.1,0.1,0.22763176421646483,0.8764197484738777
0.1,0.1,0.22763176421646483,1.0105548377225142
0.1,0.1,0.22763176421646483,0.7070408772739234
0.1,0.1,0.22763176421646483,0.7006386978682154
0.1,0.1,0.22763176421646483,0.5014074769974822
0.1,0.1,0.22763176421646483,0.5126794734121146
0.1,0.1,0.22763176421646483,1.1874712452324472
0.1,0.1,0.22763176421646483,0.5306738905321217
0.1,0.1,0.22763176421646483,0.6552549343347835
0.1,0.1,0.22763176421646483,1.4584331547101488
0.1,0.1,0.22763176421646483,0.46997893346634034
0.1,0.1,0.22763176421646483,0.6322432052745991
0.1,0.1,0.22763176421646483,0.46861091222476203
0.1,0.1,0.22763176421646483,0.5467838828236655
0.1,0.1,0.22763176421646483,0.7841448649318064
0.1,0.1,0.22763176421646483,0.6317715384467688
0.1,0.1,0.22763176421646483,0.6862216227516701
0.1,0.1,0.22763176421646483,0.4715634695558258
0.1,0.1,0.22763176421646483,0.7223820187521302
0.1,0.1,0.22763176421646483,0.5777292698107711
0.1,0.1,0.22763176421646483,0.5079139668912469
0.1,0.1,0.22763176421646483,0.7926982358780549
0.1,0.1,0.22763176421646483,0.5217329036830785
0.1,0.1,0.22763176421646483,1.3298535757435912
0.1,0.1,0.22763176421646483,0.7391104981400344
0.1,0.1,0.22763176421646483,1.0058974515034484
0.1,0.1,0.22763176421646483,0.4809650296703729
0.1,0.1,0.22763176421646483,0.4612476612292316
0.1,0.1,0.22763176421646483,0.6476430318672832
0.1,0.1,0.22763176421646483,0.449846788596669
0.1,0.1,0.22763176421646483,0.7192741952561181
0.1,0.1,0.22763176421646483,0.643921733200963
0.1,0.1,0.22763176421646483,0.6334377750138299
0.1,0.1,0.22763176421646483,0.4363850132247183
0.1,0.1,0.22763176421646483,1.735906806047549
0.1,0.1,0.22763176421646483,1.210578452843671
0.1,0.1,0.22763176421646483,0.7359715863789079
0.1,0.1,0.22763176421646483,0.49929108357500285
0.1,0.1,0.22763176421646483,1.012591268542527
0.1,0.1,0.22763176421646483,0.45085896873823283
0.1,0.1,0.22763176421646483,1.0812583140737198
0.1,0.1,0.22763176421646483,0.6266678590008856
0.1,0.1,0.22763176421646483,0.6295350300037698
0.1,0.1,0.22763176421646483,0.8609758169116029
0.1,0.1,0.22763176421646483,0.5267264417458045
0.1,0.1,0.22763176421646483,0.44992465618598243
0.1,0.1,0.22763176421646483,0.6221139887393071
0.1,0.1,0.22763176421646483,0.4288230340434541
0.1,0.1,0.22763176421646483,0.6622009713185472
0.1,0.1,0.22763176421646483,0.4960533159140998
0.1,0.1,0.22763176421646483,0.6714311443507504
0.1,0.1,0.22763176421646483,0.6753550060696552
0.1,0.1,0.22763176421646483,0.4326592802422102
0.1,0.1,0.22763176421646483,0.9164368287097487
0.1,0.1,0.22763176421646483,0.9216073285337001
0.1,0.2,1.204751720390425,0.4137012465616753
0.1,0.2,1.204751720390425,0.400288805948355
0.1,0.2,1.204751720390425,0.3990161597839327
0.1,0.2,1.204751720390425,0.3940393753671834
0.1,0.2,1.204751720390425,0.37382829467367074
0.1,0.2,1.204751720390425,0.39263637853765965
0.1,0.2,1.204751720390425,0.39995923230215863
0.1,0.2,1.204751720390425,0.39741448803350915
0.1,0.2,1.204751720390425,0.42315121503100167
0.1,0.2,1.204751720390425,0.37473252484012065
0.1,0.2,1.204751720390425,0.40061459979521474
0.1,0.2,1.204751720390425,0.40186970871316224
0.1,0.2,1.204751720390425,0.40274845549747573
0.1,0.2,1.204751720390425,0.3943263975783797
0.1,0.2,1.204751720390425,0.4237491919026815
0.1,0.2,1.204751720390425,0.4020653850539197
0.1,0.2,1.204751720390425,0.38931331358675014
0.1,0.2,1.204751720390425,0.4060447447892835
0.1,0.2,1.204751720390425,0.40755690653368
0.1,0.2,1.204751720390425,0.4103009473213006
0.1,0.2,1.204751720390425,0.40277111892311884
0.1,0.2,1.204751720390425,0.38882818093830374
0.1,0.2,1.204751720390425,0.41778893980852877
0.1,0.2,1.204751720390425,0.33055981748342983
0.1,0.2,1.204751720390425,0.3972362235845458
0.1,0.2,1.204751720390425,0.36849103336095757
0.1,0.2,1.204751720390425,0.4101289620978018
0.1,0.2,1.204751720390425,0.40797027284578014
0.1,0.2,1.204751720390425,0.39628256351047725
0.1,0.2,1.204751720390425,0.4480948474217867
0.1,0.2,1.204751720390425,0.405807850500591
0.1,0.2,1.204751720390425,0.39738112654292773
0.1,0.2,1.204751720390425,0.3951386307946338
0.1,0.2,1.204751720390425,0.43224564598978255
0.1,0.2,1.204751720390425,0.40935386216039615
0.1,0.2,1.204751720390425,0.34347649371971284
0.1,0.2,1.204751720390425,0.40908251050291683
0.1,0.2,1.204751720390425,0.40509458866362175
0.1,0.2,1.204751720390425,0.3938300242262193
0.1,0.2,1.204751720390425,0.40332709938026734
